,u,alpha,TI,Seed Number
103,3.188708570756755,1.1327620345942329,0.30715081411159806,104.0
104,3.045277063197394,1.3217792338709675,0.3254638315621678,105.0
105,3.6831228889466665,-0.06089641830050874,0.1970174905824814,106.0
106,3.4613233460032267,0.7689698302560168,0.2723548985618499,107.0
107,2.8300000863132015,1.591239735636326,0.3517825596363144,108.0
108,3.7014780844809807,0.21193918720657265,0.22070435390111046,109.0
109,3.31452690506839,1.0320726035691288,0.2975450062020018,110.0
110,2.6012936433044844,1.8532754298517047,0.3775479197451678,111.0
111,3.64820274203584,0.48585240052847656,0.24578466148467787,112.0
112,2.7330083451031837,1.7317646375464686,0.3656606988712883,113.0
113,3.7091823073544514,0.36990401850376586,0.23508240509544326,114.0
114,3.773675006428852,0.09754993426375397,0.2105884560581101,115.0
115,3.453440595114975,0.9083829863312776,0.2857607799035578,116.0
116,3.6253437764458254,0.6360446613385464,0.2598936092320474,117.0
117,3.0412711380290154,1.442733617766403,0.3374851525747569,118.0
118,3.283804922204076,1.1704212850400455,0.31103680136790685,119.0
119,3.7901346796453144,-0.17471553744150892,0.18787493754075382,120.0
120,3.8056284908335622,-0.1570898793260474,0.18925448457517174,121.0
121,3.2922772975787584,1.190371528467806,0.31301859382866426,122.0
122,3.0669162567771107,1.4565938809753058,0.3389369146407404,123.0
123,3.6834737122407457,0.6476940986935027,0.2610641595170281,124.0
124,3.5285102533672834,0.9139418254057707,0.2864143031334096,125.0
125,3.878447204368863,0.10909480320300186,0.21164689604228437,126.0
126,3.830443062611909,0.375357590988111,0.23567704938121076,127.0
127,2.862893445986265,1.70674828943136,0.36354896831222233,128.0
128,2.889151692956267,1.6874999999999998,0.3616804749964396,129.0
129,3.8618088495564376,0.36644154193804257,0.23487778144935115,130.0
130,3.9270369941036796,0.10222201590959565,0.21106314180521657,131.0
131,3.6072786832904775,0.8890073425036008,0.28411685733767017,132.0
132,3.778251419230066,0.6248020971485408,0.25899542207062537,133.0
133,3.1970321250734886,1.4077594189291618,0.33438136518958533,134.0
134,3.4386465614370696,1.1435775441322042,0.30869669007620604,135.0
135,3.9470599109666606,-0.16203602030529957,0.18888447454251903,136.0
136,3.9509604438522565,-0.17758729203152368,0.18767064604120978,137.0
137,3.474391032397412,1.1306627189001417,0.30749288991156326,138.0
138,3.253208807509985,1.389312448937908,0.3326739003660036,139.0
139,3.853647439523768,0.6040179062635838,0.25710413752161276,140.0
140,3.6601801758202965,0.862689925737207,0.2734848478379858,141.0
141,3.970211649492614,0.08114337872458349,0.19953565729307515,142.0
142,3.93707219690818,0.33982852624622334,0.22346632582497755,143.0
143,3.0202287485297274,1.6332094952569964,0.3491588239628484,144.0
144,3.9279761961119055,0.42404961340206193,0.23142419941976577,145.0
145,2.9535937332241766,1.71272462820736,0.3570812264900371,146.0
146,3.657672886774884,0.9405864719164171,0.2811346819074026,147.0
147,4.020565800635624,0.16715600591144142,0.20742429385680494,148.0
148,3.2420002923751277,1.4455302526595746,0.33070524148813013,149.0
149,3.8570938689551593,0.6739207896080981,0.25534081387586005,150.0
150,4.037741926199278,-0.09102530376429485,0.18424400595457732,151.0
151,3.504317058880129,1.1851254448486683,0.3051206152809353,152.0
152,3.657464489668386,1.0090179700674535,0.28789114233340474,153.0
153,3.9909980715561972,-0.2554511903588329,0.1704854303216553,154.0
154,3.988061615966838,0.5044556002150647,0.23914555858732164,155.0
155,3.472279777873134,1.2578156032486394,0.3123306150512656,156.0
156,4.109043469623654,-0.004529879385964997,0.1918778755287694,157.0
157,3.885375960090225,0.7471344738161597,0.2624931471545912,158.0
158,3.263648781573797,1.5001754970114343,0.336300132972721,159.0
159,4.12008385684978,0.2477622600018149,0.21495529406535524,160.0
160,4.143044859238491,0.16955711920529795,0.20770777259126022,161.0
161,3.799525396293494,0.9236782913160747,0.2796869744239597,162.0
162,3.116058258685578,1.6713712434332502,0.353350482445486,163.0
163,4.106363305992775,0.41929139500899276,0.23111731374878047,164.0
164,3.6278729949376944,1.1653352517432323,0.30338470833135783,165.0
165,4.181288820438429,-0.0817292889617865,0.1850843628045739,166.0
166,4.016953124557012,0.6626727267507148,0.25443189711864855,167.0
167,3.4233543920978753,1.4084812294701057,0.32740257801837747,168.0
168,3.624220894069479,1.205849847560975,0.30743224663626906,169.0
169,4.142394166840082,0.468070034444078,0.23580062312712075,170.0
170,4.135565317403287,-0.27113635357648735,0.16924957836705226,171.0
171,3.861470488982311,0.9554371364261556,0.28291821795670513,172.0
172,4.248588435965474,0.21785071263094274,0.21224093108539382,173.0
173,3.4379339193462273,1.4396391135364321,0.33059586095331206,174.0
174,4.06452322619443,0.703665341080024,0.25847280056578703,175.0
175,4.286043469708873,-0.026108293882579625,0.19000914118430084,176.0
176,3.9889082021695517,0.8433456469648558,0.27204947247709327,177.0
177,4.309157414526222,0.11569901172419797,0.20283027957521263,178.0
178,4.267725151721572,0.3591135219930416,0.22552562100523582,179.0
179,3.347566277694704,1.568927695242759,0.34352994688409727,180.0
180,4.308406533302206,-0.12959378711401442,0.18096503401258138,181.0
181,3.845877187672412,1.0771505707769604,0.29497919445354664,182.0
182,3.6302297816037132,1.317497243915057,0.3186752407628601,183.0
183,4.208734214848108,0.5960371151364308,0.24817674056956285,184.0
184,4.271246471176221,0.4902043269230768,0.2380329977187275,185.0
185,3.7535073650461097,1.2149942901593405,0.3086052167936863,186.0
186,3.975633576081593,0.9734877668278625,0.2848828938193956,187.0
187,4.323768790745239,-0.2297774640829109,0.17257040733187728,188.0
188,3.545118371354193,1.4462813107976653,0.33153123246133454,189.0
189,4.402921234389291,0.2460307881661329,0.21495898376360678,190.0
190,4.4316094232348044,0.007539546808407682,0.19305718141766898,191.0
191,4.20245943837302,0.7263373488244247,0.2608472016959199,192.0
192,4.2930947078363815,0.5918981481481481,0.24786042203080316,193.0
193,3.7269280206283244,1.3075844975637632,0.3178811762067104,194.0
194,3.9619691810313378,1.0689345976997695,0.29435800463624573,195.0
195,4.452771505857122,-0.1196659695766244,0.181844446672487,196.0
196,3.5087261522736015,1.5356761070198925,0.34055794825798363,197.0
197,4.448464621417872,0.3499907357976234,0.2247876512551515,198.0
198,4.507879268546385,0.11425781250000003,0.20278288098506764,199.0
199,4.205057150885488,0.8241559314709654,0.2704493791225811,200.0
200,4.306082737676044,0.6912141976479516,0.257533836848766,201.0
201,4.533878352699188,-0.009498468702678231,0.19156033679639636,202.0
202,4.529940154875988,0.22522839830468455,0.21308331387963125,203.0
203,3.718365736474219,1.3911868777980678,0.3263348837928328,204.0
204,4.470164956334728,-0.24526223899548538,0.17132380811559672,205.0
205,4.184493563310004,0.917922064922799,0.27968465722109676,206.0
206,3.9869520253860316,1.1498745580039338,0.3025040490745373,207.0
207,4.500158135802709,0.4547425884219012,0.2348215654592723,208.0
208,3.9311515447285172,1.2235774253731346,0.30981476246793854,209.0
209,4.481878256723592,0.530393006859756,0.24208917747334163,210.0
210,4.5754208321373175,-0.1643666823439241,0.1780364680029058,211.0
211,4.1766126057072315,0.9884321364210548,0.28667735094878827,212.0
212,4.606486412058784,0.295039264896373,0.21968889091581223,213.0
213,3.7377930564033637,1.4438016324734528,0.3317371310454177,214.0
214,4.390491408589769,0.7517699070447844,0.2635606323894594,215.0
215,4.670547349951104,0.06534094729975176,0.19836835700290567,216.0
216,4.6786751980912475,0.022683783039647687,0.19449838140652226,217.0
217,4.4435909587976195,0.7140908755896225,0.25992558962196416,218.0
218,3.824550776702778,1.3999315156535648,0.32746357024980766,219.0
219,4.683855225879657,0.25244255367975726,0.21572014921858051,220.0
220,4.298158881659682,0.9369812340677348,0.28173900061257706,221.0
221,4.654980368848841,-0.20655808834385792,0.17450418193524686,222.0
222,4.628776371296923,0.4766837396853464,0.23703504400396452,223.0
223,4.11523443150239,1.1615320100395925,0.30390620867087087,224.0
224,4.298556146050077,0.9760296242774565,0.2856256970584036,225.0
225,4.7207428359092765,-0.1539951388419416,0.17893793036071998,226.0
226,4.640887021919517,0.52530964656801,0.24173849526146146,227.0
227,4.109837593200044,1.1991726767316844,0.3076901463047162,228.0
228,4.793540230360593,0.07008148521505392,0.1988455475347137,229.0
229,4.530805468095789,0.7426961124742892,0.2628322251555486,230.0
230,3.8977004283652272,1.4169468075017844,0.32936281861824424,231.0
231,4.784686316761883,0.2957944691731248,0.21986868523065906,232.0
232,4.812633014113311,0.2257434655049787,0.2132822856036975,233.0
233,3.970394477294408,1.3494207346661486,0.31644697587687665,234.0
234,4.586379788981115,0.6769242190267445,0.24966830817723096,235.0
235,4.810878182784898,0.0027952336430529523,0.1847994376156452,236.0
236,4.23563425076694,1.118652247265349,0.2934429088372925,237.0
237,4.743542979781367,0.4457716305412484,0.22708631566281007,238.0
238,4.752182115613739,-0.22178815630492088,0.1644675502052073,239.0
239,4.467226890818263,0.8932712428466496,0.27108036838836314,240.0
240,4.8370350788097385,-0.09200367647058821,0.17608028445448615,241.0
241,4.372003062567473,1.0198472549089201,0.28367309343195257,242.0
242,4.159672633817099,1.2401832953653644,0.3056623401976794,243.0
243,4.732562887901859,0.5726261117003915,0.23951437277874538,244.0
244,4.59173567535543,0.7929746677380125,0.2612098142731133,245.0
245,4.9067674803532775,0.12782136983592,0.1965699584981628,246.0
246,4.866461067463958,0.34817774586794736,0.21768283665082766,247.0
247,3.962475757568339,1.450483888490024,0.3268157267141029,248.0
248,4.20432780600348,1.2432381465517242,0.30605922188184,249.0
249,4.942167783076791,0.14951141625258135,0.19864392225797567,250.0
250,4.93720572900956,-0.0691299569520783,0.17819243948075453,251.0
251,4.7984891849729285,0.5838284564921568,0.24068021388699146,252.0
252,4.915814620428619,0.3651926655544149,0.21936710489801928,253.0
253,4.476798195799504,1.0158547548836467,0.28343078928418736,254.0
254,4.676268460419615,0.797228799970167,0.26173695101799077,255.0
255,4.847149752869621,-0.28725827710247565,0.15883823183257917,256.0
256,4.7027951460251245,0.7858695652173912,0.26063411712023715,257.0
257,4.855328782128373,-0.2957638642407613,0.15812073075650784,258.0
258,4.975330970735356,0.3548990720177663,0.21840741267364938,259.0
259,4.542032568794471,1.0004898052218794,0.2819767177960175,260.0
260,5.0272556648797515,-0.08057911539109913,0.1771628140848001,261.0
261,4.901152062599322,0.5639052607847469,0.2388095694968681,262.0
262,4.352543553102038,1.210092965338428,0.3029506723217614,263.0
263,5.074744599286342,0.1363037477734703,0.19744662849762348,264.0
264,5.037179452014883,0.3380825384872824,0.21681539329979405,265.0
265,4.141371126210233,1.414745212935318,0.323530425920948,266.0
266,4.803177794997865,0.7702407703609534,0.25919088002027396,267.0
267,5.113306188895927,0.1240375081908387,0.19629779140829207,268.0
268,4.41903891919604,1.1935192587209298,0.3013780860082855,269.0
269,4.983059434232749,0.5484232863279308,0.23735569609087992,270.0
270,5.11696489918065,-0.0917038413397882,0.17616330337853991,271.0
271,4.665779405303823,0.9773225021425325,0.27981703204386416,272.0
272,5.055191140386071,-0.23351335751978897,0.1634646356018335,273.0
273,4.813328057282566,0.8330017843364199,0.26548497908233837,274.0
274,4.624965835874892,1.0446325198200785,0.2865696053649907,275.0
275,5.1124292031846625,0.40459316249282423,0.22334123129133954,276.0
276,5.004161418042023,0.6162331675671251,0.24407842231202365,277.0
277,5.200543280797683,-0.021673338806381615,0.18263628990853825,278.0
278,5.207937693430201,0.1899720253874389,0.20262741565716708,279.0
279,4.446433998710169,1.2480066325466126,0.3070006736859206,280.0
280,4.378962508805287,1.3127407753576072,0.313517038515456,281.0
281,5.219394850785416,0.26294087130354543,0.20965064735927066,282.0
282,5.255495741844734,0.05294385983560099,0.1896301753878112,283.0
283,5.022964674745237,0.6796507900919562,0.2503960821196338,284.0
284,5.163963754382397,0.4696596090219495,0.22975269763437198,285.0
285,4.665101394082715,1.0943246882300224,0.29168038526572815,286.0
286,4.88115486712269,0.884342898138469,0.2707301803804031,287.0
287,5.246250785759013,-0.15723601613922783,0.17024184427496974,288.0
288,5.232809343097868,0.4039903846153845,0.22336678728295342,289.0
289,4.763355378969583,1.0322178795142778,0.28551866428994277,290.0
290,4.970142320196373,0.8233353586114657,0.2647048614959002,291.0
291,5.24125364632704,-0.21962655241212337,0.1646926053359053,292.0
292,4.566286666289584,1.2341780215626992,0.30580127581951494,293.0
293,5.347750902162782,0.19323097138105644,0.2030059989671836,294.0
294,5.3611515126734295,-0.013637644207897315,0.18342610660412362,295.0
295,5.179526532818388,0.6105784954042661,0.24368197811348208,296.0
296,5.161695647051826,0.6490362278761064,0.2474870701854325,297.0
297,5.394998098409519,0.03289609399649007,0.18778985758014494,298.0
298,5.384358418241423,0.23940852608267701,0.20746736983076974,299.0
299,4.5849433478907455,1.2656492904761434,0.3090663520225082,300.0
300,5.356430814499781,-0.17470324270244836,0.16868845070055005,301.0
301,5.042841771018703,0.8496067037198416,0.26743407929799506,302.0
302,4.849239532739283,1.054187580642008,0.28787952900334496,303.0
303,5.352965103570026,0.4419284707991802,0.22717039098659614,304.0
304,4.9571791954689095,0.9662772755610972,0.2791076492446756,305.0
305,5.41104715881381,0.35555521080500224,0.21875368519559887,306.0
306,5.344519878098965,-0.2569321193499533,0.16144494909184876,307.0
307,5.173285419703417,0.760309274572608,0.2586129193439176,308.0
308,5.49515851539934,0.14877588041795667,0.19881333721580013,309.0
309,4.78592308667599,1.1631916766873358,0.2989056996112339,310.0
310,5.353673834721502,0.5526089194114467,0.23808798889717497,311.0
311,5.511587157789683,-0.0533930801680656,0.1797704309413989,312.0
312,5.537127025009739,0.06116870387453888,0.1904997060064778,313.0
313,5.297038084455966,0.6722963683566769,0.2499368714739002,314.0
314,4.687775792631894,1.2788646016893965,0.3106146039493936,315.0
315,5.536253998936179,0.26436383459059953,0.20995949111056278,316.0
316,5.154273947972519,0.8700161786041539,0.26962726924557145,317.0
317,5.533102173756206,-0.141707639907951,0.17168189930517358,318.0
318,5.479841655694712,0.46303183266742776,0.22933906565456397,319.0
319,4.974341474023021,1.069545373874601,0.28963117275891387,320.0
320,5.596957359846043,-0.048847087378640686,0.18021078081282388,321.0
321,5.451002737568656,0.5568773988859231,0.23859282915879307,322.0
322,4.897840040388726,1.1581075772036586,0.2985678341779586,323.0
323,5.63521347563683,0.15289851120283005,0.19926634698612256,324.0
324,5.329604588691996,0.7532360891350209,0.2580718790645466,325.0
325,5.526152909572331,-0.2492701271485257,0.162116775789589,326.0
326,5.580557938443541,0.35017775842970866,0.2124213586870035,327.0
327,5.145748188867188,0.9514071608140275,0.27249311796261527,328.0
328,5.062578116581732,1.037916354790419,0.28123350993416457,329.0
329,5.564534497061018,0.44358609921442976,0.22168245143833146,330.0
330,5.617390962262765,-0.1525337002946881,0.16383841972669513,331.0
331,5.291798803675429,0.8373396971128781,0.26105123034382294,332.0
332,5.672693566069121,0.24210082354253426,0.20181726432726593,333.0
333,4.880091937025952,1.2293668656041203,0.30067295536075317,334.0
334,5.488215629675617,0.6350059873443521,0.24078680225897003,335.0
335,5.722207820283641,0.04503375839407281,0.1826463643588769,336.0
336,5.595722610800262,0.5018875591016547,0.22752253927055058,337.0
337,5.713284523847823,-0.08665277476858685,0.17005340877907532,338.0
338,5.750292567850533,0.11084366945876284,0.18902645881320895,339.0
339,5.093327736389232,1.0918195135595865,0.28681796970713586,340.0
340,5.590921923352425,-0.2846458914415735,0.1516867954507891,341.0
341,5.504377624156483,0.6946395778753844,0.24681722084687627,342.0
342,5.33564756440829,0.8904438858099208,0.2665119312469245,343.0
343,5.755050237431197,0.3052956509085097,0.20808735209188933,344.0
344,5.690533528711812,0.46440800029171503,0.2238496211549338,345.0
345,5.186530669109738,1.053845506020642,0.2830486100844367,346.0
346,5.402249629095951,0.8578926127689734,0.26327314146783753,347.0
347,5.791339637136712,-0.12093879565702553,0.16682875668270924,348.0
348,4.981726395601468,1.243617527173913,0.30232518519240853,349.0
349,5.82366396866231,0.26645721890374036,0.20429197480011435,350.0
350,5.86320859214484,0.07217482528532224,0.18531559728244162,351.0
351,5.62257225812783,0.6582863631139118,0.24325902916214756,352.0
352,5.211565370767454,1.0824798387096775,0.2860323321570517,353.0
353,5.889952151584922,0.11567059163820992,0.18954852787787027,354.0
354,5.874457462289649,-0.07763407757321283,0.1709401646117913,355.0
355,5.769906184988412,0.5001322397475634,0.22748057206101213,356.0
356,5.874925024854613,0.30683095127361193,0.20830663408145494,357.0
357,5.472272627610976,0.8829909936910629,0.2659168964785765,358.0
358,5.659607357892524,0.6896955799750357,0.24646886933781118,359.0
359,5.780548454292062,-0.2706559812749252,0.15295641806989077,360.0
360,5.902961641350972,-0.13764771757679184,0.16527319855394684,361.0
361,5.562418034934012,0.8270312139491336,0.26031289533344487,362.0
362,5.368603891475302,1.0186382393854552,0.27968447467649665,363.0
363,5.878339511607433,0.43956512904724,0.22150244130093405,364.0
364,5.760127036306473,0.6311787644855852,0.24064828718708228,365.0
365,6.002636208565535,0.05369438265045151,0.18357156259584934,366.0
366,5.987869064988756,0.24531211476824455,0.20229137381061446,367.0
367,5.184833114920529,1.2036734217848855,0.29852088788030645,368.0
368,6.024271494990856,0.16517907303370793,0.1944352002164959,369.0
369,5.304420604437864,1.1216723937517528,0.2902153663583031,370.0
370,5.873953913366328,0.5496080951589188,0.23252639945545617,371.0
371,6.048118424222785,-0.024268557008423175,0.17607187332266216,372.0
372,5.555408978108707,0.9265441356085986,0.27047378522508214,373.0
373,6.013226388392591,0.35344750381097556,0.21300919228789053,374.0
374,5.975815811626417,-0.2155300562726135,0.15801768227930568,375.0
375,5.770699844597646,0.7355677685797903,0.25122862618861963,376.0
376,5.769081942487331,0.7471006173695894,0.25239885487795427,377.0
377,6.020271712916753,-0.19583794987619463,0.15984652242536473,378.0
378,6.051061397317003,0.37158027532849225,0.21483584426962382,379.0
379,5.6060643390803016,0.934918711050787,0.27139505599389185,380.0
380,6.135284110881123,-0.008333433880308938,0.17762384458101643,381.0
381,5.970369052015224,0.5542647101533454,0.23307176360035403,382.0
382,5.414713664114577,1.1186890487524062,0.29007114359213143,383.0
383,6.1613660384204305,0.1809963082318119,0.1960438489168704,384.0
384,6.172730312093509,0.16951754385964904,0.19492209251425507,385.0
385,5.449202015164295,1.1108305686114344,0.2893085766522691,386.0
386,6.020190202884101,0.5478632844527191,0.2324665615516826,387.0
387,6.198794911411365,-0.01692452766833802,0.17681359576314337,388.0
388,5.7005545802793565,0.9188834724114441,0.26986527493124635,389.0
389,6.160355780256744,0.35483865662409886,0.2132345941651661,390.0
390,6.1316664539031285,-0.2051883298526216,0.15898750879308787,391.0
391,5.916274717981042,0.7309849254670755,0.2509068107989614,392.0
392,5.935978391848335,0.7190657164138679,0.24971406528275625,393.0
393,6.155688726678773,-0.209100123077248,0.1586264407162284,394.0
394,6.208972056871296,0.3494874616020792,0.2127302279745894,395.0
395,5.776755457163305,0.9040941602694823,0.2684387596622445,396.0
396,6.280962631975387,-0.024463390212708547,0.1761087126305571,397.0
397,6.132885282066949,0.5294375372823967,0.23069809743590053,398.0
398,5.588582612687379,1.0851711933724832,0.28685317281635875,399.0
399,6.313813915112516,0.16200483922647763,0.19424239350819814,400.0
400,5.528623792376939,1.144643335117773,0.2929299731090106,401.0
401,6.319474842699765,0.22318399570275962,0.2002664490432599,402.0
402,6.346926918011889,0.038844877985721976,0.18223705519160632,403.0
403,6.143166488424876,0.5895235858386076,0.2367674345036071,404.0
404,6.273560687035614,0.40518789083288975,0.21832697278261343,405.0
405,5.805383419803838,0.9544786554860833,0.2736505114190905,406.0
406,6.0113930326594796,0.7701483836063938,0.2549906505533156,407.0
407,6.332588989877532,-0.1457280791536958,0.16457086283360592,408.0
408,6.223606162443933,-0.27132523148148147,0.15290637732630358,409.0
409,6.148881375648792,0.648960453023874,0.2427904595281285,410.0
410,5.9837000960295414,0.8319619349281193,0.2612793491173118,411.0
411,6.394777890334885,0.2797491290292047,0.2058997843779628,412.0
412,6.313550727642573,0.4627552521699104,0.22412222171575508,413.0
413,6.418313223525092,-0.08808294946240963,0.17004768939752632,414.0
414,6.460333360757981,0.09492579866574882,0.18772887793471998,415.0
415,5.824015764655251,1.0097383600194774,0.279371325611445,416.0
416,6.261619313482288,0.5880047071129708,0.23670945208276273,417.0
417,6.487380375382471,0.044779209406417275,0.18285358086707942,418.0
418,6.476637022904843,0.22699035405801832,0.20071374826691862,419.0
419,5.686331500346454,1.1326341149223733,0.28798429860334757,420.0
420,6.441864318367148,-0.1383652252340093,0.16022936216757008,421.0
421,6.132321429973169,0.7659533902172856,0.2505709588139551,422.0
422,5.944628387514337,0.9468383478901993,0.26901701553540563,423.0
423,6.431366762546102,0.40627370297330084,0.2141757934837778,424.0
424,6.505896476663233,0.2594184656153051,0.19944786501639922,425.0
425,6.128273256759753,0.8044111707556149,0.25452080232265134,426.0
426,6.306942290600956,0.6236200232824181,0.23615552975180232,427.0
427,6.368294312123392,-0.2809808036145257,0.14661007646678134,428.0
428,5.954681435262475,0.9808754418380461,0.2725566644064815,429.0
429,6.583929575539942,0.07758754843328841,0.18138037852752412,430.0
430,6.553851704900686,-0.10189241340361443,0.1637774441463911,431.0
431,6.4848405154031115,0.44048084672580956,0.21766835736942008,432.0
